embed_dim,n_layers,lr,l2,epoch,loss
32,3,0.0005,0.0001,21,0.12982764215339404
32,3,0.0005,0.0001,22,0.12828508636424127
32,3,0.0005,0.0001,23,0.12700383765017711
32,3,0.0005,0.0001,24,0.12434500860405669
32,3,0.0005,0.0001,25,0.12277236270017344
32,3,0.0005,0.0001,26,0.1216590470737881
32,3,0.0005,0.0001,27,0.11974996789134024
32,3,0.0005,0.0001,28,0.1184086781346573
32,3,0.0005,0.0001,29,0.11699723272703479
32,3,0.0005,0.0001,30,0.11528851882216816
32,3,0.0005,0.0005,1,0.5570241359669708
32,3,0.0005,0.0005,2,0.27816365418694056
32,3,0.0005,0.0005,3,0.20461269316558317
32,3,0.0005,0.0005,4,0.18256074187015836
32,3,0.0005,0.0005,5,0.1731774084098184
32,3,0.0005,0.0005,6,0.1685225433148678
32,3,0.0005,0.0005,7,0.16364353888939512
32,3,0.0005,0.0005,8,0.1606756594321013
32,3,0.0005,0.0005,9,0.15815441903953031
32,3,0.0005,0.0005,10,0.15518725686853038
32,3,0.0005,0.0005,11,0.15363812858953416
32,3,0.0005,0.0005,12,0.15137628982901824
32,3,0.0005,0.0005,13,0.15099388095442853
32,3,0.0005,0.0005,14,0.14939836648525182
32,3,0.0005,0.0005,15,0.14757826946191568
32,3,0.0005,0.0005,16,0.1460216174554275
32,3,0.0005,0.0005,17,0.14450488779967186
32,3,0.0005,0.0005,18,0.1428162638308867
32,3,0.0005,0.0005,19,0.14101516335140485
32,3,0.0005,0.0005,20,0.1404268773627981
32,3,0.0005,0.0005,21,0.13930393252482703
32,3,0.0005,0.0005,22,0.13805684375438051
32,3,0.0005,0.0005,23,0.1369361038040565
32,3,0.0005,0.0005,24,0.13451067687830334
32,3,0.0005,0.0005,25,0.13318460355014922
32,3,0.0005,0.0005,26,0.13221207209540614
32,3,0.0005,0.0005,27,0.1305337704296382
32,3,0.0005,0.0005,28,0.12934112061494552
32,3,0.0005,0.0005,29,0.12799614430473535
32,3,0.0005,0.0005,30,0.12631110487743993
32,3,0.0005,0.001,1,0.5572875747515721
32,3,0.0005,0.001,2,0.2811823873087545
32,3,0.0005,0.001,3,0.20915057346131066
32,3,0.0005,0.001,4,0.18798341244396674
32,3,0.0005,0.001,5,0.17920477710180063
32,3,0.0005,0.001,6,0.17493107283890122
32,3,0.0005,0.001,7,0.17029949607214337
32,3,0.0005,0.001,8,0.16768917297667177
32,3,0.0005,0.001,9,0.16517363348097172
32,3,0.0005,0.001,10,0.16248645753730517
32,3,0.0005,0.001,11,0.16109769249362266
32,3,0.0005,0.001,12,0.1589341163635254
32,3,0.0005,0.001,13,0.15862391857855976
32,3,0.0005,0.001,14,0.1569397733458933
32,3,0.0005,0.001,15,0.15523145236934005
32,3,0.0005,0.001,16,0.1537595965452414
32,3,0.0005,0.001,17,0.1522708441476402
32,3,0.0005,0.001,18,0.1507373419072893
32,3,0.0005,0.001,19,0.14909982076793346
32,3,0.0005,0.001,20,0.1484932316080579
32,3,0.0005,0.001,21,0.14744340611203913
32,3,0.0005,0.001,22,0.14633548854844375
32,3,0.0005,0.001,23,0.1453115867462548
32,3,0.0005,0.001,24,0.14299183824652145
32,3,0.0005,0.001,25,0.1418580640911806
32,3,0.0005,0.001,26,0.1409221833700654
32,3,0.0005,0.001,27,0.13941609967242247
32,3,0.0005,0.001,28,0.1382207997315085
32,3,0.0005,0.001,29,0.13695355322001115
32,3,0.0005,0.001,30,0.1354383384375452
64,2,0.001,0.0001,1,0.39044582300216146
64,2,0.001,0.0001,2,0.171379115846422
64,2,0.001,0.0001,3,0.1512323578105033
64,2,0.001,0.0001,4,0.14181321985879033
64,2,0.001,0.0001,5,0.13515668681020257
64,2,0.001,0.0001,6,0.12982786873226645
64,2,0.001,0.0001,7,0.12376595443149782
64,2,0.001,0.0001,8,0.11855878026480444
64,2,0.001,0.0001,9,0.11382710886826305
64,2,0.001,0.0001,10,0.10932313474344257
64,2,0.001,0.0001,11,0.10626567833016254
64,2,0.001,0.0001,12,0.10252799762244995
64,2,0.001,0.0001,13,0.10047600526104933
64,2,0.001,0.0001,14,0.0979224539809007
64,2,0.001,0.0001,15,0.09540076074297824
64,2,0.001,0.0001,16,0.09340073297920967
64,2,0.001,0.0001,17,0.09135629883352316
64,2,0.001,0.0001,18,0.08910889172266614
64,2,0.001,0.0001,19,0.08723020714471424
64,2,0.001,0.0001,20,0.08598679611830341
64,2,0.001,0.0001,21,0.08435830855019687
64,2,0.001,0.0001,22,0.08300041887651449
64,2,0.001,0.0001,23,0.0817121394619002
64,2,0.001,0.0001,24,0.07962636741764641
64,2,0.001,0.0001,25,0.0774322776377701
64,2,0.001,0.0001,26,0.07691523810727541
64,2,0.001,0.0001,27,0.07499847603294085
64,2,0.001,0.0001,28,0.07372998161948202
64,2,0.001,0.0001,29,0.07232144957630889
64,2,0.001,0.0001,30,0.0704461891336886
64,2,0.001,0.0005,1,0.3907530931619228
64,2,0.001,0.0005,2,0.17603585839396502
64,2,0.001,0.0005,3,0.15712523744666101
64,2,0.001,0.0005,4,0.1483490919573252
64,2,0.001,0.0005,5,0.14200935055124936
64,2,0.001,0.0005,6,0.13688712253135704
64,2,0.001,0.0005,7,0.1309882311982179
64,2,0.001,0.0005,8,0.1258512919210288
64,2,0.001,0.0005,9,0.1210967344183092
64,2,0.001,0.0005,10,0.11649257863092723
64,2,0.001,0.0005,11,0.1133448840968264
64,2,0.001,0.0005,12,0.10958045436776159
64,2,0.001,0.0005,13,0.10741620298389119
64,2,0.001,0.0005,14,0.10480210550551144
64,2,0.001,0.0005,15,0.10213066153306381
64,2,0.001,0.0005,16,0.10003943399250882
64,2,0.001,0.0005,17,0.0979341232301804
64,2,0.001,0.0005,18,0.09566344155205621
64,2,0.001,0.0005,19,0.09370018843272447
64,2,0.001,0.0005,20,0.09237092953620467
64,2,0.001,0.0005,21,0.09071358900899908
64,2,0.001,0.0005,22,0.08934700688975912
64,2,0.001,0.0005,23,0.08797803789814564
64,2,0.001,0.0005,24,0.08604539003012315
64,2,0.001,0.0005,25,0.0838957310066533
64,2,0.001,0.0005,26,0.08335232262966268
64,2,0.001,0.0005,27,0.08157674034967613
64,2,0.001,0.0005,28,0.08038333028679874
64,2,0.001,0.0005,29,0.07906908901170115
64,2,0.001,0.0005,30,0.07740941062663337
64,2,0.001,0.001,1,0.39280866470726783
64,2,0.001,0.001,2,0.1808563327764315
64,2,0.001,0.001,3,0.1624760182273713
64,2,0.001,0.001,4,0.15367992775245282
64,2,0.001,0.001,5,0.14736277299232203
64,2,0.001,0.001,6,0.14235128499801802
64,2,0.001,0.001,7,0.1367051099706246
64,2,0.001,0.001,8,0.13182154213482478
64,2,0.001,0.001,9,0.12737801700705503
64,2,0.001,0.001,10,0.12305593378138992
64,2,0.001,0.001,11,0.12017715397433415
64,2,0.001,0.001,12,0.11667952995817617
64,2,0.001,0.001,13,0.11476504935471017
64,2,0.001,0.001,14,0.11235508417995721
64,2,0.001,0.001,15,0.109953977323803
64,2,0.001,0.001,16,0.10813302435839951
64,2,0.001,0.001,17,0.10625638034921023
64,2,0.001,0.001,18,0.10418159459996773
64,2,0.001,0.001,19,0.10249133384640112
64,2,0.001,0.001,20,0.10126691925450691
64,2,0.001,0.001,21,0.09982581041456519
64,2,0.001,0.001,22,0.09853013570516114
64,2,0.001,0.001,23,0.09727001999284236
64,2,0.001,0.001,24,0.09537794067674712
64,2,0.001,0.001,25,0.09332696115695706
64,2,0.001,0.001,26,0.0927753510652598
64,2,0.001,0.001,27,0.09108375725131365
64,2,0.001,0.001,28,0.08979307388422124
64,2,0.001,0.001,29,0.08848231101498413
64,2,0.001,0.001,30,0.0868334684606868
64,2,0.0005,0.0001,1,0.5313597345876994
64,2,0.0005,0.0001,2,0.24057316370855086
64,2,0.0005,0.0001,3,0.180517204715021
64,2,0.0005,0.0001,4,0.16261418626118507
64,2,0.0005,0.0001,5,0.15433310518974527
64,2,0.0005,0.0001,6,0.1497171319536943
64,2,0.0005,0.0001,7,0.14479188842843413
64,2,0.0005,0.0001,8,0.14142206289358358
64,2,0.0005,0.0001,9,0.1382546696647908
64,2,0.0005,0.0001,10,0.13488014023633874
64,2,0.0005,0.0001,11,0.1325676272968826
64,2,0.0005,0.0001,12,0.12966326275836496
64,2,0.0005,0.0001,13,0.12830866279717013
64,2,0.0005,0.0001,14,0.12587588839623412
64,2,0.0005,0.0001,15,0.12309218671336863
64,2,0.0005,0.0001,16,0.12072781807659057
64,2,0.0005,0.0001,17,0.11836826359263507
64,2,0.0005,0.0001,18,0.11582298239447036
64,2,0.0005,0.0001,19,0.1133258653886663
64,2,0.0005,0.0001,20,0.11193894043533557
64,2,0.0005,0.0001,21,0.11020354862545521
64,2,0.0005,0.0001,22,0.10838677360826568
64,2,0.0005,0.0001,23,0.10692913358566396
64,2,0.0005,0.0001,24,0.1045175059630186
64,2,0.0005,0.0001,25,0.10268157926745385
64,2,0.0005,0.0001,26,0.10175070015077071
64,2,0.0005,0.0001,27,0.10014366024257752
64,2,0.0005,0.0001,28,0.09892137339280087
64,2,0.0005,0.0001,29,0.09772984041545377
64,2,0.0005,0.0001,30,0.09617026949953483
64,2,0.0005,0.0005,1,0.5347790584374273
64,2,0.0005,0.0005,2,0.2468038632434869
64,2,0.0005,0.0005,3,0.18664897312908052
64,2,0.0005,0.0005,4,0.16864233378094448
64,2,0.0005,0.0005,5,0.16037084965086082
64,2,0.0005,0.0005,6,0.15572227497020857
64,2,0.0005,0.0005,7,0.15076411110924975
64,2,0.0005,0.0005,8,0.1473556666379205
64,2,0.0005,0.0005,9,0.1441373832102092
64,2,0.0005,0.0005,10,0.14070108387642685
64,2,0.0005,0.0005,11,0.1383047612145762
64,2,0.0005,0.0005,12,0.13525506104313353
64,2,0.0005,0.0005,13,0.13378800885982234
64,2,0.0005,0.0005,14,0.13122820899484042
64,2,0.0005,0.0005,15,0.12840244083409538
64,2,0.0005,0.0005,16,0.12595534741691072
64,2,0.0005,0.0005,17,0.12356068643758882
64,2,0.0005,0.0005,18,0.1210088255645344
64,2,0.0005,0.0005,19,0.11849994943389353
64,2,0.0005,0.0005,20,0.11705397439640274
64,2,0.0005,0.0005,21,0.11526261079486311
64,2,0.0005,0.0005,22,0.11350442829934305
64,2,0.0005,0.0005,23,0.11202797613866174
64,2,0.0005,0.0005,24,0.10965392690159739
64,2,0.0005,0.0005,25,0.10781297231370299
64,2,0.0005,0.0005,26,0.10690651296694574
64,2,0.0005,0.0005,27,0.10527251409347202
64,2,0.0005,0.0005,28,0.10405125811040027
64,2,0.0005,0.0005,29,0.10287032819956353
64,2,0.0005,0.0005,30,0.1013348837006267
64,2,0.0005,0.001,1,0.5342320392466691
64,2,0.0005,0.001,2,0.24965671445213775
64,2,0.0005,0.001,3,0.1920091010614511
64,2,0.0005,0.001,4,0.17514587923165886
64,2,0.0005,0.001,5,0.16743296209871145
64,2,0.0005,0.001,6,0.1631153317117591
64,2,0.0005,0.001,7,0.15837906747744018
64,2,0.0005,0.001,8,0.15521012112279609
64,2,0.0005,0.001,9,0.1521976796336144
64,2,0.0005,0.001,10,0.14896968813062464
64,2,0.0005,0.001,11,0.1468537303949052
64,2,0.0005,0.001,12,0.14409950328697949
64,2,0.0005,0.001,13,0.1428626347137947
64,2,0.0005,0.001,14,0.14053666757212746
64,2,0.0005,0.001,15,0.13787960193941928
64,2,0.0005,0.001,16,0.13557487719963682
64,2,0.0005,0.001,17,0.13331573722060122
64,2,0.0005,0.001,18,0.13087099017399662
64,2,0.0005,0.001,19,0.1284105792579161
64,2,0.0005,0.001,20,0.12693108999379277
64,2,0.0005,0.001,21,0.1251412465918489
64,2,0.0005,0.001,22,0.1233741341147033
64,2,0.0005,0.001,23,0.12172855686716563
64,2,0.0005,0.001,24,0.11938642704199445
64,2,0.0005,0.001,25,0.11754064813287503
64,2,0.0005,0.001,26,0.11653429160452988
64,2,0.0005,0.001,27,0.1149086728535858
64,2,0.0005,0.001,28,0.11357249692863389
64,2,0.0005,0.001,29,0.11234950677216428
64,2,0.0005,0.001,30,0.11079368046807044
64,3,0.001,0.0001,1,0.3567619372463826
64,3,0.001,0.0001,2,0.16754087605816265
64,3,0.001,0.0001,3,0.15399243214032934
64,3,0.001,0.0001,4,0.14711134112293614
64,3,0.001,0.0001,5,0.14238066646412983
64,3,0.001,0.0001,6,0.13870759300528332
64,3,0.001,0.0001,7,0.1338978110025764
64,3,0.001,0.0001,8,0.12958867646425776
64,3,0.001,0.0001,9,0.12512576983034987
64,3,0.001,0.0001,10,0.12036101123321981
64,3,0.001,0.0001,11,0.11678665489020837
64,3,0.001,0.0001,12,0.11250615233957642
64,3,0.001,0.0001,13,0.10990849088885249
64,3,0.001,0.0001,14,0.10683657419506609
64,3,0.001,0.0001,15,0.10386840193151678
64,3,0.001,0.0001,16,0.10157851848274907
64,3,0.001,0.0001,17,0.09931284390717933
64,3,0.001,0.0001,18,0.0970044116054191
64,3,0.001,0.0001,19,0.09497154925791722
64,3,0.001,0.0001,20,0.09388669486503182
64,3,0.001,0.0001,21,0.09238739336686565
64,3,0.001,0.0001,22,0.09109631263547474
64,3,0.001,0.0001,23,0.0900486597100144
64,3,0.001,0.0001,24,0.08816181991710104
64,3,0.001,0.0001,25,0.08612733095322016
64,3,0.001,0.0001,26,0.08582734477470005
64,3,0.001,0.0001,27,0.0842248765864962
64,3,0.001,0.0001,28,0.083093487241733
64,3,0.001,0.0001,29,0.08188178159093457
64,3,0.001,0.0001,30,0.08000556720846354
64,3,0.001,0.0005,1,0.35864453854925726
64,3,0.001,0.0005,2,0.17194096387932137
64,3,0.001,0.0005,3,0.15883698759588805
64,3,0.001,0.0005,4,0.1519071870567414
64,3,0.001,0.0005,5,0.14716037281591687
64,3,0.001,0.0005,6,0.14341830196683011
64,3,0.001,0.0005,7,0.13877156578332372
64,3,0.001,0.0005,8,0.13484453572354727
